full_name,description,language,topics,default_branch,license,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,watchers_count,size_kb,is_fork,is_archived,has_wiki,has_projects,has_discussions,contributors_count,commit_count_last_year,has_readme,readme_size_bytes,has_ci_workflow,open_prs_count,release_count,repo_age_days,days_since_last_push,days_since_last_update,commits_per_month,doc_score,maturity_score,community_score,topics_count,is_likely_template,is_abandoned
jendaentertaining852/laravel-v13,"Build a Laravel 13 boilerplate with Tailwind v4, PHP 8.3, PostgreSQL, and Docker for fast app setup",PHP,"['college-website', 'docker', 'enterprise-architecture', 'larastan', 'laravel', 'laravel-13', 'laravel-pint', 'laravel-sail', 'phpstan', 'pnpm', 'postgresql', 'quality-assurance', 'starter-kit', 'tailwind-v4', 'template', 'vite']",main,,2026-04-26T09:25:11Z,2026-05-29T17:04:50Z,2026-05-29T17:04:45Z,0,1,0,0,560,False,False,True,True,False,2,0,True,5825,False,0,0,-481,-514,-514,0.0,3,2,0.69,16,True,False
Starchy-dirimentimpediment133/Portfolio,"Showcase cybersecurity and ethical hacking skills with a portfolio of penetration testing, vulnerability discovery, and security tools",Unknown,"['bootstrap', 'create-react-app', 'css', 'cv', 'developer', 'developer-portfolio-template', 'eclipse', 'financial', 'nextjs', 'parcel', 'personal-portfolio', 'portfolio-site', 'portfoliosite', 'react-bootsrap', 'react-portfolio', 'react-template', 'remix', 'resume', 'stocks', 'template']",main,MIT,2026-04-26T10:46:57Z,2026-05-29T17:04:47Z,2026-05-29T17:04:42Z,0,0,0,0,463,False,False,True,True,False,2,0,True,5780,False,0,0,-481,-514,-514,0.0,3,2,0.0,20,True,False
biscoch2654/astro-sakura-blog,"Build a Sakura-themed blog with Astro 6 and Tailwind CSS, plus dark mode, a music player, and a polished, responsive layout",Astro,"['astro-theme', 'browser', 'components', 'dark-mode', 'documentation', 'hybrid', 'ide', 'neovim-config', 'neovim-dotfiles', 'server', 'static', 'template', 'theme', 'web', 'website']",main,MIT,2026-04-24T07:07:22Z,2026-05-29T17:03:28Z,2026-05-29T17:03:11Z,0,0,0,0,21216,False,False,True,True,False,2,0,True,6200,False,0,0,-479,-514,-514,0.0,3,2,0.0,15,True,False
melabase781/StartupSpy,"Manage Windows startup items with StartupSpy, a C# and WPF app that scans registry, folders, tasks, and services with risk ratings",C#,"['anaconda-distribution', 'business', 'discord-py', 'free', 'heroku', 'javascript', 'language-server-protocol', 'nextjs-boilerplate', 'nextjs-template', 'pyqt5', 'spyder', 'starter-template', 'startup', 'startups', 'stubs', 'systemd', 'tdd', 'template', 'ui']",main,,2026-04-23T18:57:20Z,2026-05-29T17:03:11Z,2026-05-29T17:02:45Z,1,0,0,1,789,False,False,True,True,False,2,0,True,6584,False,0,0,-478,-514,-514,0.0,3,2,0.69,19,True,False
metaoverrefined604/spojt,"Build high-contrast, minimalist design systems with a clean stack for fast, clear development and easy distribution",TypeScript,"['android', 'docker', 'hero-section', 'jsoup', 'landing-page', 'mvc', 'nextjs', 'nextjs-template', 'once-ui', 'ptit', 'react', 'saas', 'scraping-websites', 'spoj-api', 'spring-boot', 'template', 'template-project', 'typescript', 'ui', 'ui-templates']",main,MIT,2026-04-22T12:36:42Z,2026-05-29T17:02:30Z,2026-05-29T17:02:04Z,0,0,0,0,3530,False,False,True,True,False,2,0,True,5078,False,0,0,-477,-514,-514,0.0,3,2,0.0,20,True,False
dovtrilled373/create-kickstart,"Generate fullstack, backend, mobile, and CLI project scaffolds in seconds with one command for production-ready setups, AI context, and deploy configs",TypeScript,"['app', 'boilerplate', 'cli-boilerplate', 'codecov', 'commitizen', 'electron', 'electron-boilerplate', 'eslint', 'gulp', 'gulp-plugin', 'javascript', 'jest', 'node-boilerplate', 'node-module', 'nodejs', 'starter', 'template', 'template-repository', 'typescript']",main,MIT,2026-04-18T17:25:11Z,2026-05-29T16:59:15Z,2026-05-29T16:59:11Z,0,0,0,0,683,False,False,True,True,False,2,0,True,5191,False,0,0,-473,-514,-514,0.0,3,2,0.0,19,True,False
lannyfervent952/fastapi-agent-blueprint,"Build FastAPI AI agents with a clear blueprint for reliable, maintainable app architecture",Python,"['ai-agent', 'async', 'backend-template', 'claude-code', 'dependency-injection', 'domain-driven-design', 'fastapi', 'fastapi-template', 'mcp', 'postgresql', 'pydantic', 'python', 'rag', 'sqlalchemy', 'template', 'vector-database']",main,MIT,2026-04-18T00:14:04Z,2026-05-29T16:58:54Z,2026-05-29T16:58:50Z,0,0,0,0,2049,False,False,True,True,False,3,0,True,6855,False,0,0,-473,-514,-514,0.0,3,2,0.0,16,True,False
Summercatersthoughtreader60/fps-config-for-competitive-deadlock,"Optimize Deadlock FPS config for lower input lag, higher FPS, and stable performance on weak and mid-range PCs",GAP,"['cpp', 'deadlock-fps', 'deadlock-repository', 'deadlock-utility', 'hidden-king', 'hocon', 'kinect', 'rails', 'spritesheet', 'surfaceview', 'template', 'tilt', 'tween', 'unreal-engine', 'vr-glasses', 'yolov5s']",main,MIT,2026-04-17T01:24:06Z,2026-05-29T16:57:51Z,2026-05-29T16:57:46Z,0,0,0,0,635,False,False,True,True,False,2,0,True,7724,False,0,0,-472,-514,-514,0.0,3,2,0.0,16,True,False
KeenMate/pure-admin,"Lightweight, data-focused admin framework built with SCSS and BEM architecture (pa-* prefix). Features RTL support, multiple themes (dark, corporate, minimal, and more), responsive grid system, and 25+ components optimized for dashboards and data-heavy apps.",HTML,"['admin', 'css', 'framework', 'html', 'template']",prod,,2025-01-17T13:35:49Z,2026-05-29T16:57:41Z,2026-05-29T16:57:36Z,0,0,0,0,5889,False,False,True,True,False,5,0,True,10094,True,0,0,-17,-514,-514,0.0,3,3,0.0,5,True,False
MichengLiang/asciidoc-multi-book-workspace,GitHub template for maintaining multiple independent AsciiDoc books in one pnpm / Asciidoctor workspace.,JavaScript,"['asciidoc', 'asciidoctor', 'books', 'documentation', 'github-pages', 'multi-book', 'pnpm', 'static-site', 'template']",main,Apache-2.0,2026-05-29T16:54:39Z,2026-05-29T16:56:31Z,2026-05-29T16:56:27Z,0,0,0,0,54,False,False,True,True,False,1,0,True,5284,True,0,0,-514,-514,-514,0.0,3,2,0.0,9,True,False
xfroy/simlab,"Simulate Monte Carlo market risk and portfolio outcomes in Python with Flask, NumPy, and Matplotlib",HTML,"['abaqus', 'differential-equations', 'explicit', 'lab-report', 'machine-learning', 'modeling', 'p5js', 'physics', 'simics', 'simulation', 'simulation-framework', 'standard', 'template', 'whu-sim', 'xarray-extension', 'xarray-simlab']",main,,2026-04-14T18:04:16Z,2026-05-29T16:55:37Z,2026-05-29T16:55:33Z,0,0,0,0,473,False,False,True,True,False,2,0,True,7007,False,0,0,-469,-514,-514,0.0,3,2,0.0,16,True,False
KAMRAN12345678/nextjs-python-computer-vision-kit,"Build detection-first computer vision apps with Next.js and FastAPI, typed OpenAPI, and a polished upload-to-inference flow.",TypeScript,"['computer-vision', 'docker', 'fastapi', 'github-config', 'monorepo', 'nextjs', 'object-detection', 'openapi', 'opencv', 'python', 'segmentation', 'starter', 'template']",main,MIT,2022-07-26T17:54:55Z,2026-05-29T16:55:31Z,2026-05-29T16:55:25Z,0,0,0,0,1635,False,False,False,True,False,3,0,True,8337,False,0,0,889,-514,-514,0.0,2,2,0.0,13,True,False
chavindagrieve-pixel/chatcn,"Build React chat UI components with shadcn/ui and Tailwind CSS, ready to use with 4 themes and polished messaging, support, code, and thread layouts",TypeScript,"['aisdk', 'chatcn', 'components', 'dockview', 'healthcare-application', 'nextjs', 'nextjs14', 'patient-engagement', 'portfolio', 'react', 'tailwind', 'template']",main,MIT,2026-04-14T01:37:27Z,2026-05-29T16:55:05Z,2026-05-29T16:55:01Z,1,0,0,1,2050,False,False,True,True,False,2,0,True,6567,False,0,0,-469,-514,-514,0.0,3,2,0.69,12,True,False
wilsonian-ionpump508/npm-editorconfig,"Add an opinionated .editorconfig to any project with instant copy, overwrite prompts, and zero dependencies",JavaScript,"['babel', 'back-end', 'boilerplate', 'editor', 'editorconfig', 'format', 'formatting', 'igorskyflyer', 'nodejs', 'prettier', 'spaces', 'template', 'ts', 'typescript', 'vitest']",main,MIT,2026-04-05T03:44:42Z,2026-05-29T16:54:36Z,2026-05-29T16:54:32Z,0,0,0,0,664,False,False,True,True,False,2,0,True,5940,True,0,0,-460,-514,-514,0.0,3,3,0.0,15,True,False
doped-waterdragon694/refined-github-projects,"Streamline GitHub Projects with bulk edit, close, delete, duplicate, transfer, and sprint tools in the table view, no backend needed",TypeScript,"['automation', 'catppuccin', 'edge', 'file-browser', 'firefox', 'git', 'github-api', 'github-custom-theme', 'github-projects', 'jira', 'papa-dark', 'task-management', 'template', 'template-project', 'themer', 'wxt', 'wxt-framework']",main,MIT,2026-04-05T03:40:10Z,2026-05-29T16:54:34Z,2026-05-29T16:54:29Z,0,0,0,0,6110,False,False,True,True,False,2,0,True,4674,False,0,0,-460,-514,-514,0.0,3,2,0.0,17,True,False
Hafiz3369/ppt-agent-skills,"Build PPTX files from one-line prompts with a state machine and multi-agent workflow for clean, accurate slides",Python,"['agent', 'agent-skills', 'claude', 'claude-code-skill', 'claude-code-skills', 'claude-skills', 'codex', 'codex-skill', 'codex-skills', 'llm', 'pptx', 'pptx-generator', 'pptxgenjs', 'python', 'skills', 'template', 'yaml']",main,MIT,2026-04-04T23:22:13Z,2026-05-29T16:54:26Z,2026-05-29T16:54:22Z,0,0,0,0,29220,False,False,True,True,False,2,0,True,6591,False,0,0,-459,-514,-514,0.0,3,2,0.0,17,True,False
Vleickzs/claude-conf,"Streamline Claude Code with a modular config toolkit for faster, cleaner terminal workflows",Shell,"['ai', 'ai-agents', 'automation', 'claude', 'claude-ai', 'claude-code', 'cross-platform', 'developer-tool', 'developer-tools', 'development-tools', 'governance', 'llm', 'mcp-server', 'mcp-servers', 'mlops', 'no-dependencies', 'policy-as-code', 'productivity', 'python', 'template']",main,MIT,2024-03-11T19:18:57Z,2026-05-29T16:53:55Z,2026-05-29T16:53:51Z,0,1,0,0,887,False,False,False,True,False,2,0,True,5159,False,0,0,295,-514,-514,0.0,2,2,0.69,20,True,False
clubefetuccine-eng/csust-thesis,"Provide a LaTeX thesis template for CSUST master’s dissertations, adapted from THUThesis and aligned with university format rules",TeX,"['bachelor-thesis-template', 'beamer', 'bot', 'csust', 'latex', 'overleaf', 'python', 'template', 'tex', 'thesis', 'thesis-template', 'thuthesis', 'tsinghua', 'tsinghua-university', 'uestc', 'ustc', 'zhejiang-university']",main,LPPL-1.3c,2026-02-10T02:29:48Z,2026-05-29T16:53:54Z,2026-05-29T16:53:48Z,0,0,1,0,1015,False,False,True,True,False,3,0,True,5818,False,0,0,-406,-514,-514,0.0,3,2,0.0,17,True,False
kingle2480/mori,"Manage macOS terminal workspaces for git projects and worktrees with persistent tmux sessions, native sidebar navigation, and GPU rendering",Swift,"['advanced-osint-tool', 'amazon-aws', 'autofilter', 'bootstrap', 'bot', 'git', 'information', 'macos', 'osint-kali', 'osint-tool', 'phone-number', 'phone-number-information', 'phoneinfo', 'python3-moriarty', 'sms', 'template', 'worktree']",main,MIT,2026-04-04T06:27:04Z,2026-05-29T16:53:29Z,2026-05-29T16:53:25Z,0,0,0,0,7928,False,False,True,True,False,8,0,True,5255,True,0,0,-459,-514,-514,0.0,3,3,0.0,17,True,False
Dasiretiring109/Typst-resume-template,"Build Typst resume templates for easy editing, PDF export, and image conversion, with multiple layouts for Chinese CVs and ATS use",Typst,"['awesome-cv', 'clean', 'cover-letter', 'cover-letter-template', 'cover-letter-templates', 'cv', 'cv-template', 'jsonresume', 'latex', 'modern', 'nix', 'resume', 'resume-builder', 'resume-template', 'resume-templates', 'template', 'typst']",main,MIT,2026-04-04T03:10:14Z,2026-05-29T16:53:15Z,2026-05-29T16:53:10Z,2,0,0,2,45824,False,False,True,True,False,2,0,True,11912,False,0,0,-459,-514,-514,0.0,3,2,1.1,17,True,False
Gilburtastronomic644/portfolio-zoo,Browse free developer portfolio templates you can customize and deploy with any stack,CSS,"['css', 'database', 'developer-portfolio', 'distributed-configuration', 'docker', 'hacktoberfest', 'html', 'javascript', 'kestra', 'key-value', 'minimal-portfolio-template', 'parcel', 'portfolio-site', 'react', 'react-template', 'template', 'web-template', 'zab', 'zookeeper']",main,,2026-04-02T13:37:18Z,2026-05-29T16:52:57Z,2026-05-29T16:52:52Z,0,0,0,0,579,False,False,True,True,False,2,0,True,5649,False,0,0,-457,-514,-514,0.0,3,2,0.0,19,True,False
Easy-punting436/hotchocolate-ddd-cqrs-template,"Build .NET 10 GraphQL APIs with HotChocolate, DDD, CQRS, MediatR, and Outbox pattern from a clean starter template",C#,"['boilerplate', 'clean-architecture', 'cqrs', 'csharp', 'domain-events', 'dotnet', 'dotnet10', 'graphql', 'hotchocolate', 'hotchocolate-graphql', 'mediatr', 'outbox-pattern', 'template']",main,MIT,2026-04-02T15:56:06Z,2026-05-29T16:52:51Z,2026-05-29T16:52:46Z,2,0,0,2,658,False,False,True,True,False,2,0,True,6530,False,0,0,-457,-514,-514,0.0,3,2,1.1,13,True,False
nkrishnan19/pull-request-demo,,Java,[],main,,2022-12-31T23:59:05Z,2022-12-31T23:59:56Z,2022-12-31T23:59:53Z,0,0,0,0,2,True,False,True,True,False,2,0,True,25,False,0,0,731,731,731,0.0,2,2,0.0,0,True,False
zkitefly/newyear,,JavaScript,[],main,,2022-12-31T16:48:11Z,2022-12-31T16:56:26Z,2022-12-31T23:59:53Z,0,0,0,0,125608,True,False,True,True,False,1,0,True,18,False,0,0,731,731,731,0.0,2,1,0.0,0,True,True
cong-han/tetris,Classical tetris game made with bevy engine.,Unknown,[],main,,2023-01-06T02:59:16Z,2022-12-27T16:10:45Z,2022-12-31T23:59:46Z,0,0,0,0,1163,True,False,True,True,False,1,0,True,1813,False,0,0,725,731,735,0.0,2,1,0.0,0,True,True
Tion-D/Every-Second-You-get-1-Jump-Power,,Unknown,[],main,,2022-12-31T23:50:10Z,2025-10-16T23:00:57Z,2022-12-31T23:59:45Z,0,0,0,0,3,False,True,True,True,False,1,0,False,0,False,0,0,731,731,-289,0.0,1,1,0.0,0,False,True
cemo31/FNF-BitEnigne,A engine that originally created the Vs shrek 6 DEMO,Unknown,[],master,,2023-07-03T12:50:37Z,2023-07-03T12:50:38Z,2022-12-31T23:59:39Z,0,0,0,0,73147,True,False,True,True,False,5,0,True,2238,False,0,0,547,731,547,0.0,3,2,0.0,0,True,False
oleeve/spring-microservices,,Java,[],main,,2022-12-28T21:11:39Z,2022-12-28T21:43:47Z,2022-12-31T23:59:36Z,0,0,0,0,70,False,False,True,True,False,2,0,False,0,False,0,0,734,731,734,0.0,1,2,0.0,0,False,False
cristovao1985/estudo-docker,Estudo sobre docker,JavaScript,[],master,,2022-08-23T22:33:27Z,2022-08-23T22:35:48Z,2022-12-31T23:59:34Z,0,0,6,0,1852,False,False,True,True,False,1,0,True,318,False,6,0,861,731,861,0.0,2,2,0.0,0,False,True
robbtkk/websiteapp,My first git play,Unknown,[],head,GPL-3.0,2022-12-31T23:59:33Z,2023-01-01T01:52:22Z,2022-12-31T23:59:33Z,0,0,0,0,17,False,False,True,True,False,1,0,True,31,False,0,0,731,731,730,0.0,2,1,0.0,0,False,True
Zekiaz/Javaintegrador,Proyecto de codoacodo,Unknown,[],main,GPL-3.0,2022-12-31T23:55:26Z,2022-12-31T23:55:26Z,2022-12-31T23:59:27Z,0,0,0,0,7784,False,False,True,True,False,1,0,False,0,False,0,0,731,731,731,0.0,1,1,0.0,0,False,True
manovinayak/fcc-project-exercisetracker,A freeCodeCamp project for tracking exercise schedule.,JavaScript,[],main,,2022-12-31T02:08:19Z,2022-12-31T04:34:37Z,2022-12-31T23:59:27Z,0,0,0,0,43,True,False,False,True,False,16,0,True,240,False,0,0,731,731,731,0.0,1,2,0.0,0,True,False
Analitycy-host/okaeri-backup,Backup utilities focused on disposable containers and Backblaze B2,Shell,[],master,MIT,2022-07-10T00:15:24Z,2022-07-15T21:37:25Z,2022-12-31T23:59:25Z,0,0,0,0,9,True,False,True,True,False,3,0,True,279,False,0,0,905,731,900,0.0,2,2,0.0,0,True,False
fadeknt/fadeknt,,Unknown,[],main,,2022-12-31T23:59:24Z,2022-12-31T23:59:24Z,2022-12-31T23:59:24Z,0,0,0,0,0,False,False,True,True,False,0,0,False,0,False,0,0,731,731,731,0.0,1,1,0.0,0,False,True
Lausofi/PreEntrega1---Laura-Sobrero,,JavaScript,[],main,,2022-11-24T02:17:34Z,2022-11-24T02:34:09Z,2022-12-31T23:59:24Z,0,0,0,0,365,False,False,True,True,False,1,0,True,3361,False,0,0,768,731,768,0.0,3,1,0.0,0,False,True
victorprocure/SaintCoinach,A .NET library written in C# for extracting game assets and reading game assets from Final Fantasy XIV: A Realm Reborn.,Unknown,[],master,WTFPL,2023-01-06T15:06:37Z,2023-01-04T08:18:36Z,2022-12-31T23:59:23Z,0,0,0,0,12699,True,False,True,True,False,49,0,True,6294,True,0,0,725,731,727,0.0,3,3,0.0,0,True,False
adunn-kal/gpsClock,A library to work with Adafruit Ultimate GPS clocks,C++,[],main,,2022-12-22T00:37:53Z,2022-12-22T00:42:46Z,2022-12-31T23:59:23Z,0,0,0,0,11,False,False,True,True,False,1,0,True,64,False,0,0,740,731,740,0.0,2,1,0.0,0,False,True
TyrinH/TV-search-app,,JavaScript,[],master,,2021-09-18T00:10:48Z,2022-12-21T00:32:42Z,2022-12-31T23:59:22Z,0,0,0,0,200,False,False,True,True,False,1,0,True,221,False,0,0,1200,731,741,0.0,2,1,0.0,0,False,True
asugden/recipe_backend,,Unknown,[],main,,2022-12-31T23:59:18Z,2022-12-31T23:59:18Z,2022-12-31T23:59:19Z,0,0,0,0,1,False,False,True,True,False,1,0,True,16,False,0,0,731,731,731,0.0,2,1,0.0,0,False,True
digitalxc1/MandateQASaturday2358,Testing,Unknown,[],main,,2022-12-31T23:59:15Z,2022-12-31T23:59:15Z,2022-12-31T23:59:16Z,0,0,0,0,0,False,False,True,True,False,0,0,False,0,False,0,0,731,731,731,0.0,1,1,0.0,0,False,True
yoryov/PythonNetworking,Python repository for networking and cybersecurity scripts 🐍,Python,[],main,MIT,2022-10-19T01:37:49Z,2022-10-20T00:59:04Z,2022-12-31T23:59:15Z,0,0,0,0,38,False,False,True,True,False,1,0,False,0,False,0,0,804,731,803,0.0,1,1,0.0,0,False,True
authok/authok-node,Authok平台的 Node.js 客户端SDK,JavaScript,[],main,MIT,2022-03-09T17:58:36Z,2022-03-09T17:59:43Z,2022-12-31T23:59:12Z,0,0,0,0,953,False,False,True,True,False,1,0,True,7129,False,0,0,1028,731,1028,0.0,3,1,0.0,0,False,True
alexgabenewell/UX_UI_HW_18,,HTML,[],main,,2022-12-31T22:52:52Z,2022-12-31T22:59:38Z,2022-12-31T23:59:11Z,0,0,0,0,335,False,False,True,True,False,1,0,False,0,False,0,0,731,731,731,0.0,1,1,0.0,0,False,True
Lalo0223/L,,Unknown,[],main,,2022-12-31T23:59:10Z,2022-12-31T23:59:10Z,2022-12-31T23:59:10Z,0,0,0,0,0,False,False,True,True,False,1,0,True,3,False,0,0,731,731,731,0.0,2,1,0.0,0,False,True
bittin/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2024-05-02T09:33:57Z,2024-05-02T09:33:58Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,243,731,243,0.0,2,2,0.0,0,True,False
cs558i/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2023-12-07T19:42:24Z,2023-12-07T19:42:24Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,390,731,390,0.0,2,2,0.0,0,True,False
arifulislaminfo/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2025-04-30T01:45:46Z,2025-04-30T01:45:46Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,-120,731,-120,0.0,2,2,0.0,0,True,False
gmh5225/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2023-10-23T10:28:47Z,2023-10-23T10:28:47Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,435,731,435,0.0,2,2,0.0,0,True,False
Esomoire-consultancy-Company/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2025-04-29T15:03:08Z,2025-04-29T15:03:08Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,-119,731,-119,0.0,2,2,0.0,0,True,False
ammadyousaf8888/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2023-04-02T12:57:10Z,2023-04-02T12:57:03Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,639,731,639,0.0,2,2,0.0,0,True,False
MaryAndMoore/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2025-04-24T16:56:13Z,2025-04-24T16:56:13Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,-114,731,-114,0.0,2,2,0.0,0,True,False
bmgparts/curl-up,All things related to the curl up conference series,Unknown,[],master,MIT,2025-04-29T16:52:16Z,2025-10-03T22:33:08Z,2022-12-31T23:59:10Z,0,0,0,0,4,True,False,True,True,False,3,0,True,314,False,0,0,-119,731,-276,0.0,2,2,0.0,0,True,False
creefederico/cgm-remote-monitor,nightscout web monitor,JavaScript,[],master,AGPL-3.0,2019-09-13T14:40:08Z,2023-01-01T00:00:23Z,2022-12-31T23:59:10Z,0,0,0,0,28245,True,False,True,True,False,194,0,True,58252,True,0,0,1936,731,730,0.0,3,3,0.0,0,True,False
hsiuting13/odin-recipes,,HTML,[],main,,2022-12-28T02:24:31Z,2022-12-29T06:04:38Z,2022-12-31T23:59:08Z,0,0,0,0,281,False,False,True,True,False,1,0,True,14,False,0,0,734,731,733,0.0,2,1,0.0,0,False,True
cu-ecen-aeld/assignment-1-booglabri,assignment-1-booglabri created by GitHub Classroom,Shell,[],master,MIT,2022-12-31T00:30:29Z,2022-12-31T23:04:56Z,2022-12-31T23:59:07Z,0,0,0,0,28,False,False,True,True,False,6,0,True,1832,True,0,0,731,731,731,0.0,2,3,0.0,0,False,False
Pomog/BookStoreWebsite,,Java,[],master,,2022-12-30T03:56:25Z,2022-12-30T03:56:33Z,2022-12-31T23:59:05Z,0,0,0,0,12,False,False,True,True,False,1,0,False,0,False,0,0,732,731,732,0.0,1,1,0.0,0,False,True
haimait/langgo,,Go,[],main,,2022-09-25T00:22:40Z,2022-09-29T07:11:57Z,2022-12-31T23:59:02Z,0,9,0,0,7766,False,False,True,True,False,3,0,True,1024,True,0,0,828,731,824,0.0,2,3,2.3,0,False,False
jfernandez0296/primerospasosback,,Unknown,[],main,,2022-12-31T23:58:57Z,2022-12-31T23:58:57Z,2022-12-31T23:58:57Z,0,0,0,0,0,False,False,True,True,False,1,0,True,19,False,0,0,731,731,731,0.0,2,1,0.0,0,False,True
leenue94/leenue94,Config files for my GitHub profile.,Unknown,"['config', 'github-config']",main,,2022-12-31T23:58:56Z,2022-12-31T23:58:56Z,2022-12-31T23:58:56Z,0,0,0,0,0,False,False,False,True,False,0,0,False,0,False,0,0,731,731,731,0.0,0,1,0.0,2,False,True
calyeo/security-tools,A very opinionated list of security tools,Unknown,[],main,MIT,2023-03-16T02:02:27Z,2023-03-15T22:14:40Z,2022-12-31T23:58:47Z,0,0,0,0,20,True,False,True,True,False,1,0,True,35365,False,0,0,656,731,657,0.0,3,1,0.0,0,True,True
yekutielyehuda/security-tools,A very opinionated list of security tools,Unknown,[],main,MIT,2023-01-02T11:18:44Z,2023-01-02T10:30:07Z,2022-12-31T23:58:47Z,0,0,0,0,20,True,False,True,True,False,1,0,True,35365,False,0,0,729,731,729,0.0,3,1,0.0,0,True,True
PullPaul/security-tools,A very opinionated list of security tools,Unknown,[],main,MIT,2023-02-05T07:55:51Z,2023-01-19T22:34:00Z,2022-12-31T23:58:47Z,0,0,0,0,20,True,False,True,True,False,1,0,True,35365,False,0,0,695,731,712,0.0,3,1,0.0,0,True,True
daman2412/security-tools,A very opinionated list of security tools,Unknown,[],main,MIT,2023-01-03T06:23:18Z,2023-01-03T00:55:54Z,2022-12-31T23:58:47Z,0,1,0,0,20,True,False,True,True,False,1,0,True,35365,False,0,0,728,731,728,0.0,3,1,0.69,0,True,True
karmakat/janall,,Unknown,[],main,,2022-12-31T23:58:46Z,2022-12-31T23:58:46Z,2022-12-31T23:58:46Z,0,0,0,0,0,False,False,True,True,False,1,0,True,8,False,0,0,731,731,731,0.0,2,1,0.0,0,False,True
bogdanbiv/Trex,Package Manager for deno 🦕,Unknown,[],master,MIT,2022-12-31T21:21:22Z,2022-12-30T09:19:31Z,2022-12-31T23:58:43Z,0,0,0,0,445,True,False,True,True,False,9,0,True,18106,True,0,0,731,731,732,0.0,3,3,0.0,0,True,False
d3942/podarok_3,,HTML,[],main,,2022-12-21T12:33:02Z,2022-12-21T12:33:37Z,2022-12-31T23:58:42Z,0,0,0,0,125,False,False,True,True,False,1,0,True,11,False,0,0,741,731,741,0.0,2,1,0.0,0,False,True
GGUti18/12laba,,Unknown,[],main,,2022-12-31T23:58:40Z,2022-12-31T23:58:40Z,2022-12-31T23:58:40Z,0,0,0,0,0,False,False,True,True,False,0,0,False,0,False,0,0,731,731,731,0.0,1,1,0.0,0,False,True
smcvey7/phase-3-active-record-using-seed-data,,Unknown,[],main,NOASSERTION,2022-12-31T23:38:39Z,2022-08-19T14:32:21Z,2022-12-31T23:58:40Z,0,0,0,0,16,True,False,True,True,False,3,0,True,8511,True,0,0,731,731,865,0.0,3,3,0.0,0,True,False
KevinT-13/KevinT-13,Config files for my GitHub profile.,Unknown,"['config', 'github-config']",main,,2022-12-01T18:59:45Z,2022-12-01T18:59:45Z,2022-12-31T23:58:39Z,0,0,0,0,3,False,False,False,True,False,1,0,True,605,False,0,0,761,731,761,0.0,1,1,0.0,2,False,True
Michael-Kamau/laracast-vue,vue basics,Vue,[],master,,2020-01-05T20:20:04Z,2022-08-23T05:46:17Z,2022-12-31T23:58:30Z,0,0,13,0,15285,False,False,True,True,False,2,0,False,0,False,13,0,1822,731,861,0.0,1,3,0.0,0,False,False
Fanendradhruw/Notes,Self Prepartion Notes,Jupyter Notebook,[],main,,2022-02-06T18:15:36Z,2022-12-31T23:58:33Z,2022-12-31T23:58:29Z,0,0,0,0,7,False,False,True,True,False,1,0,True,30,False,0,0,1059,731,731,0.0,2,1,0.0,0,False,True
troyam/thinks,Logs from AI,Unknown,[],main,,2022-12-31T22:59:02Z,2022-12-31T22:59:02Z,2022-12-31T23:58:25Z,0,0,0,0,17,False,False,True,True,False,1,0,True,39,False,0,0,731,731,731,0.0,2,1,0.0,0,False,True
JohnEricMcCarthy2/Client-Information-Form,,JavaScript,[],master,,2022-12-31T19:41:28Z,2023-01-01T03:19:14Z,2022-12-31T23:58:24Z,0,0,0,0,31,False,False,True,True,False,1,0,True,681,False,0,0,731,731,730,0.0,2,1,0.0,0,False,True
qe2312/ddwad321312,,HTML,[],main,,2022-12-31T23:57:15Z,2022-12-31T23:58:26Z,2022-12-31T23:58:23Z,0,0,0,0,2172,False,False,True,True,False,1,0,False,0,False,0,0,731,731,731,0.0,1,1,0.0,0,False,True
waelghaith/aws-s3-access-checker,,Python,[],main,,2022-11-30T20:05:58Z,2022-11-30T20:35:50Z,2022-12-31T23:58:18Z,0,0,0,0,5,False,False,True,True,False,1,0,True,283,False,0,0,762,731,762,0.0,2,1,0.0,0,False,True
